Date,Escambia,Santa Rosa,Okaloosa,Walton,Bay,Gulf,Franklin,Wakulla,Jefferson,Taylor,Dixie,Levy,Citrus,Hernando,Pasco,Pinellas,Hillsborough,Manatee,Sarasota,Charlotte,Lee,Collier,Monroe
03/01/2017,,,,,,,,,,,,,,,,,,,,,,,
04/01/2017,,,,,,,,,,,,,,,,,,,,,,,
05/01/2017,,,,,,,,,,,,,,,,,,,,,,,
06/01/2017,,,,,,,,,,,,,,,,,,,,,,,
07/01/2017,,,,,,,,,,,,,,,,,,,,,,,
08/01/2017,,,,,,,,,,,,,,,,,,,,,,,
09/01/2017,,,,,,,,,,,,,,,,,,,,,,,
10/01/2017,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017,,,,,,,,,,,,,,,,,,,,24222.557373046875,209426.52432660913,18174.20553023727,
12/01/2017,,,,,,,,,,,,,,,,,,,78589.71875,178751.810546875,277606.90784143517,93152.3545160061,
01/01/2018,,,,,,,,,,,,,,,,,,,,,68641.17486213235,39685.375,
02/01/2018,,,,,,,,,,,,,,,,,,,,,,,
03/01/2018,,,,,,,,,,,,,,,,,,,,,,,
04/01/2018,,,,,,,,,,,,,,,,,,,,,,,
05/01/2018,,,,,,,,,,,,,,,,,,,,,,,
06/01/2018,,,,,,,,,,,,,,,,,,,182397.4002278646,571757.7993164062,381227.4098849826,90626.0361328125,
07/01/2018,,,,,,,,,,,,,,,,,,,5499852.03125,3382355.9609375,2252682.609375,2360765.0065789474,
08/01/2018,,,,,,,14215.9775390625,15002.4873046875,,14891.94140625,,,,,,188647.9625,486524.66484375,965563.4714133523,2424779.8796875,1988870.513671875,2076299.4889723558,569248.8060182006,44268.525868941324
09/01/2018,,,,98425.66796875,149753.3020089286,79199.25170110886,77614.42932008044,,,,,,,,95530.3466796875,960737.0540039062,361249.853125,704194.8328683035,623102.6881944444,866347.44453125,664257.6917134832,221441.59734513273,123803.04348958333
10/01/2018,874925.2916666666,657037.5625,652284.1318359375,291909.8294270833,750539.4969706633,270385.033275463,96426.43230754574,,,,63849.940234375,51982.876953125,,,56559.835546875,3368007.9714591736,2134237.9744318184,1156339.1610440342,1025573.7275390625,741438.540625,107492.44485592532,42952.18032564975,68515.40399050245
11/01/2018,266385.60735887097,513415.3125,340519.86860795453,379383.9803240741,363368.2732712766,221531.3197973901,130568.10127453927,,,157356.31770833334,160781.77256944444,138534.54056490384,,,,1827232.003125,1837655.7457932692,653519.105129076,1579826.9746621621,4894065.877840909,1690664.6985677083,446434.72747747746,302234.7467548077
12/01/2018,,,,,,,,,,,,,,,,,,,34632.361155790444,11290.49072265625,,14692.491077769886,12590.737830528846
01/01/2019,,,,,,,,,,,,,,,,,,,,,341173.34907670453,5494621.179976852,
02/01/2019,,,,,,,,,,,,,,,,,,,,,,,
03/01/2019,,,,,,,,,,,,,,,,,,,,,,,
04/01/2019,,,,,,,,,,,,,,,,,,,,,,,
05/01/2019,,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,,,,,,,,,,,,,,,,,,,,,,,
07/01/2019,,,,,,,,,,,,,,,,,,,,,,,
08/01/2019,,,,,,,,,,,,,,,,,,,,,,,
09/01/2019,,,,,,,,,,,,,,,,,,,,,10176.7724609375,,
10/01/2019,,,,,,,,,,,,,,,,,,,620674.5625,2154298.55,1864668.9949048914,331691.9471153846,
11/01/2019,,,,,,,,,,,,,,,,,,,186165.77197265625,1965370.9058948865,932870.2125411184,536563.7803977273,246361.0146484375
12/01/2019,,,,,,,,,,,,,,,,,,,,,41232.90498860677,65847.65814208984,39280.8984375
01/01/2020,,,,,,,,,,,,,,,,,,,,,,,
02/01/2020,,,,,,,,,,,,,,,,,,,,,,,
03/01/2020,,,,,,,,,,,,,,,,,,,,,,,
04/01/2020,,,,,,,,,,,,,,,,,,,,,,,
05/01/2020,,,,,,,,,,,,,,,,,,,,,,,
06/01/2020,,,,,,,,,,,,,,,,,,,,,,,
07/01/2020,,,,,,,,,,,,,,,,,,,,,,,
08/01/2020,,,,,,,,,,,,,,,,,,,,,,,
09/01/2020,,,,,,,,,,,,,,,,,,,,,,,
10/01/2020,,,,,,,,,,,,,,,,,,,,,,,
11/01/2020,,,,,,,,,,,,,,,,,,,,,,,
12/01/2020,,,,,,,,,,,,,,,,,,,,10829.8857421875,552254.5958754596,1865698.5243055555,66713.73686079546
01/01/2021,,,,,,,,,,,,,,,,,,,,11411.150390625,181060.45211791992,379552.3453776042,99801.91009794777
02/01/2021,,,,,,,,,,,,,,,,,,,,,90802.60983455883,83715.25030048077,28122.14794921875
03/01/2021,,,,,,,,,,,,,,,,,,,,102306.9375,136999.50744047618,85782.87760416667,
04/01/2021,,,,,,,,,,,,,,,,,,,,11555.75,,,
05/01/2021,,,,,,,,,,,,,,,,42512.0546875,23682.973307291668,24658.692626953125,,,83412.28252377718,209814.4140625,
06/01/2021,,,,,,,,,,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,102806.19921875,85200.58147321429,1031636.9177989131,2635224.939903846,536626.8375,822408.2170138889,1268811.3333333333,335929.8640625,73736.90110677083,,
08/01/2021,,,,,,,,,,,,126142.8740234375,96409.77327473958,131833.435546875,528656.2458570076,287974.96471774194,96134.85503472222,335460.869140625,841526.7796336206,1023836.787109375,173659.4159268466,132709.29910714287,
09/01/2021,22141.56884765625,,82498.065234375,64440.53590745192,25064.83093843006,16050.769981971154,17432.118041992188,,,,31325.390258789062,100538.95154138513,235284.81605113635,409453.7431640625,2067458.4134114583,1135527.2054148708,102321.93341619318,134608.69056919642,169571.433984375,219845.78732638888,35714.92097981771,21352.426334021227,27626.6328125
10/01/2021,95696.35246394231,206618.89732142858,496532.1970214844,354202.4662946428,1745693.383425245,425507.4930320946,201653.40646258503,,,405608.48883928574,244109.18074324325,232971.86899038462,128181.91526442308,53325.539306640625,89672.23688151041,454214.5086348684,462770.9129464286,419944.20482336957,609916.7074652778,1172156.3890625,154501.41874035494,37656.47929440269,43271.42239379883
11/01/2021,35354.5341796875,,40185.634114583336,40660.458333333336,43120.9423828125,43635.561848958336,,,,,,,,,24778.821484375,27365.519909274193,29807.9255859375,32640.11181640625,42143.88127790178,51146.089453125,67593.0843211207,79738.16149400685,42668.90269886364
12/01/2021,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022,,,,,,,,,,,,,,,,,,,,,,,
03/01/2022,,,,,,,,,,,,,,,,,,,,,,,
04/01/2022,,,,,,,,,,,,,,,,,,,,,,,
05/01/2022,,,,,,,,,,,,,,,,,,,,,,,
06/01/2022,,,,,,,,,,,,,,,,,,,,,,,
07/01/2022,,,,,,,,,,,,,,,,,,,,,,,
08/01/2022,,,,,,,,,,,,,,,,,,,,,,,
09/01/2022,,,,,,,,,,,,,,,,,,,,,,,
10/01/2022,,,,,,,,,,,,,,,,13268.014914772728,11950.5607421875,13516.354116586539,32202.714245211693,194891.952734375,46093.52142857143,20684.66546875,19206.640625
11/01/2022,,,,,,,,,,,,,,,,34612.793212890625,45100.79375,128867.39192708333,784580.7857142857,1136234.23046875,563510.1849385246,425591.03694661456,152194.6466015625
12/01/2022,14081.0615234375,13416.02421875,14785.059895833334,15619.561767578125,,12924.990931919643,13924.884690504809,,,,17652.84521484375,17758.024280894886,17819.9140625,,,685457.658203125,535639.0587713068,187491.10516826922,44746.43765024038,45050.3515625,17111.388253348214,23282.963223544033,24050.287981770834
01/01/2023,,,,,,,,,,,,,,,,40740.341099330355,38633.468359375,75871.54361979167,51270.4885546875,72197.98852539062,55119.37601023707,151809.98655133927,34920.81333705357
02/01/2023,,,,,,,,,,,,,,,,232520.38020833334,173417.92447916666,212781.4140625,280178.35888671875,837309.0903320312,896078.7198275862,249907.47359913794,72345.36599170919
03/01/2023,,,,,,,,,,,,,,,,407766.1171875,200160.640625,206923.4921875,169275.17795138888,475261.7375,158994.6421595982,87322.12239583333,34740.90963541667
04/01/2023,,,,,,,,,,,,30854.046875,30853.3828125,,,,,,43074.271484375,45151.3546875,31263.072471217107,30862.94580078125,29993.86083984375
05/01/2023,,,,,,,,,,,,,,,,,,,,,,,
06/01/2023,,,,,,,,,,,,,,,,,,,,,,,
07/01/2023,,,,,,,,,,,,,,,,,,,,,,,
08/01/2023,,,,,,,,,,,,,,,,,,,,,,,
09/01/2023,,,,,,,,,,,,,,,,,,,,,,,
10/01/2023,,,,,,,,,,,,,,,,,,,,,,,
11/01/2023,,,,,,,,,,,,,,,,,,,,,,,
12/01/2023,,,,,,,,,,,,,,,,,,,,,,,
01/01/2024,,,,,,,,,,,,,,,,,,,,,,,
02/01/2024,,,,,,,,,,,,,,,,,,,,,,,
03/01/2024,,,,,,,,,,,,,,,,,,,,,,,
04/01/2024,,,,,,,,,,,,,,,,,,,,,,,
05/01/2024,,,,,,,,,,,,,,,,,,,,,,,
06/01/2024,,,,,,,,,,,,,,,,,,,,,,,
07/01/2024,,,,,,,,,,,,,,,,,,,,,,,
08/01/2024,,,,,,,,,,,,,,,,,,,,,,,
09/01/2024,,,,,,,,,,,,,,,,13582.412527901786,18258.1767578125,,,,,,
10/01/2024,,,,,,,,,,,37526.263671875,73853.28967013888,132855.35104166667,151615.81336805556,192551.7913135593,198302.81864107572,85568.16314338235,137111.83839699073,201787.191015625,279711.8536931818,288757.88175675675,169037.09809027778,
11/01/2024,,,,,,,,,,,,37126.6375,37643.2763671875,35623.03515625,31226.95783025568,31837.837047230114,107899.64983258929,57926.123497596156,40545.709281589676,36998.833984375,23000.536788504465,23171.75073902027,25176.998046875
12/01/2024,,,,,,,,,,,,,,,35104.18805803572,46409.15736607143,39304.44557883523,73601.98736979166,264499.22552083334,657635.9722222222,837181.9527909128,342466.8220857319,60507.21213942308
01/01/2025,47444.90234375,31469.687890625,,,28130.150390625,47444.90234375,45632.160807291664,,,,31183.09765625,43456.99254261364,27207.764914772728,17531.018798828125,13540.696022727272,32690.804036458332,39132.67578125,44128.09704589844,89564.13841145833,407934.58258928574,745761.1629050926,503305.09436035156,198890.89488636365
02/01/2025,,,,,,,,,,,,,,,,,,14669.130533854166,,106300.830078125,194749.46512276787,,
03/01/2025,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,,,,,,,,,,,,,,,,,,,,,,,
07/01/2025,,,,,,,,,,,,,,,,,,,,,,,
08/01/2025,,,,,,,,,,,,,,,,,,,,,,,
09/01/2025,,,,,,,,,,,,,,,,,,,,,,,
10/01/2025,,,,,33891.700608473555,201839.0625,,,,,,,,,,,,,,,,,
11/01/2025,,,,,52248.74720982143,120206.02994791667,10231.267578125,,,,,,,,,,,,,,,,
12/01/2025,,,,20944.248046875,95287.099609375,43705.388671875,,,,,,,,,,,,,,,,,
