LAND_YEAR,COMMON_NAME,guild,total_live_lbs,total_dollars,n_dealers,is_confidential
2012,"AMBERJACK, LESSER",Jacks,5492,6013.8,10,FALSE
2012,GRAYSBY,Snappers & Groupers,14.62,35.15,5,FALSE
2012,"GROUPER, BLACK",Snappers & Groupers,51606.08,183304.61000000002,57,FALSE
2012,"GROUPER, MARBLED",Snappers & Groupers,1441.43,3888.75,5,FALSE
2012,"GROUPER, MISTY",Snappers & Groupers,188.8,488,6,FALSE
2012,"GROUPER, SNOWY",Snappers & Groupers,198951.96,584742.88,42,FALSE
2012,"GROUPER, WARSAW",Snappers & Groupers,105884.2,276918.82,42,FALSE
2012,"GROUPER, YELLOWFIN",Snappers & Groupers,1024.58,3212.05,8,FALSE
2012,"GROUPER, YELLOWMOUTH",Snappers & Groupers,202.09,729.84,4,FALSE
2012,"HIND, RED",Snappers & Groupers,806.5,2476.64,25,FALSE
2012,"HIND, ROCK",Snappers & Groupers,414.22,1177.32,25,FALSE
2012,"HIND, SPECKLED",Snappers & Groupers,50548.76,139441.73500000002,39,FALSE
2012,"HOGFISH, SPANISH",Other Reef Fish,43,295,3,FALSE
2012,"JACK, ALMACO",Jacks,47844.840000000004,57186.83,33,FALSE
2012,"JACK, BAR",Jacks,81906.32,78125.736,40,FALSE
2012,"JACK, CREVALLE",Jacks,104768.61,71569.85,58,FALSE
2012,"JACK, YELLOW",Jacks,15631.02,17288.24,9,FALSE
2012,JACKKNIFE-FISH,Jacks,809,3589.5,7,FALSE
2012,"PARROTFISH, BLUE",Other Reef Fish,11,333,3,FALSE
2012,"PARROTFISH, PRINCESS",Other Reef Fish,47,565,3,FALSE
2012,"PARROTFISH, RAINBOW",Other Reef Fish,12,348,3,FALSE
2012,"PARROTFISH, STOPLIGHT",Other Reef Fish,15,402.92,3,FALSE
2012,"PORGY, JOLTHEAD",Porgies & Grunts,13800.23,9600.93,31,FALSE
2012,"PORGY, KNOBBED",Porgies & Grunts,3822.14,3380.8,21,FALSE
2012,"PORGY, RED",Porgies & Grunts,389291.07,483458.574,63,FALSE
2012,"PORGY, WHITEBONE",Porgies & Grunts,984.16,1041,3,FALSE
2012,"SNAPPER, BLACK",Snappers & Groupers,6523.79,16679.5,6,FALSE
2012,"SNAPPER, BLACKFIN",Snappers & Groupers,4449.47,11829.6,20,FALSE
2012,"SNAPPER, CUBERA",Snappers & Groupers,1116.84,2716.23,14,FALSE
2012,"SNAPPER, DOG",Snappers & Groupers,481.68,648.63,8,FALSE
2012,"SNAPPER, LANE",Snappers & Groupers,29056.120000000003,59844.047,79,FALSE
2012,"SNAPPER, MAHOGANY",Snappers & Groupers,239.76000000000002,639.25,3,FALSE
2012,"SNAPPER, QUEEN",Snappers & Groupers,26502.15,68470.978,27,FALSE
2012,"SNAPPER, SILK",Snappers & Groupers,54359.63,159310.29,34,FALSE
2012,"TILEFISH, BLUELINE",Other Reef Fish,91098.48,107857.47,26,FALSE
2012,"TILEFISH, GOLDEN",Other Reef Fish,372592.97000000003,864873.49,30,FALSE
2012,"TILEFISH, SAND",Other Reef Fish,452.85,922.504,11,FALSE
2012,"TRIGGERFISH, QUEEN",Other Reef Fish,118.76,136.7,3,FALSE
2012,"WRASSE, CLOWN",Other Reef Fish,13,63.5,4,FALSE
2013,"AMBERJACK, LESSER",Jacks,20575.27,28231.13,19,FALSE
2013,GRAYSBY,Snappers & Groupers,34.14,92.1,4,FALSE
2013,"GROUPER, BLACK",Snappers & Groupers,61466.130000000005,236681.66,53,FALSE
2013,"GROUPER, SNOWY",Snappers & Groupers,128098.86,405927.19,44,FALSE
2013,"GROUPER, WARSAW",Snappers & Groupers,121811.67,361408.14,44,FALSE
2013,"GROUPER, YELLOWFIN",Snappers & Groupers,1370.79,4728.25,8,FALSE
2013,"GROUPER, YELLOWMOUTH",Snappers & Groupers,758.24,2597.8,5,FALSE
2013,"GRUNT, FRENCH",Porgies & Grunts,72,172,3,FALSE
2013,"HIND, RED",Snappers & Groupers,908.74,2220.42,20,FALSE
2013,"HIND, ROCK",Snappers & Groupers,342.53000000000003,936.38,16,FALSE
2013,"HIND, SPECKLED",Snappers & Groupers,40915.9,127070.784,46,FALSE
2013,"HOGFISH, SPANISH",Other Reef Fish,152,880,5,FALSE
2013,"JACK, ALMACO",Jacks,32410.4,43637.1,33,FALSE
2013,"JACK, BAR",Jacks,89356.5,102356.46,43,FALSE
2013,"JACK, CREVALLE",Jacks,238846.71,172143.51,66,FALSE
2013,"JACK, YELLOW",Jacks,16175.9,8737.75,14,FALSE
2013,JACKKNIFE-FISH,Jacks,707,4618.5,8,FALSE
2013,"PARROTFISH, BLUE",Other Reef Fish,13,163,5,FALSE
2013,"PARROTFISH, PRINCESS",Other Reef Fish,12,142.5,4,FALSE
2013,"PARROTFISH, REDBAND",Other Reef Fish,14,228,5,FALSE
2013,"PORGY, JOLTHEAD",Porgies & Grunts,13735.63,10867.49,33,FALSE
2013,"PORGY, KNOBBED",Porgies & Grunts,3104.4700000000003,2471.88,14,FALSE
2013,"PORGY, RED",Porgies & Grunts,249341.91,318288.078,57,FALSE
2013,"PORGY, WHITEBONE",Porgies & Grunts,1477,2071.5,4,FALSE
2013,"SNAPPER, BLACKFIN",Snappers & Groupers,4281.67,12241.7,13,FALSE
2013,"SNAPPER, CUBERA",Snappers & Groupers,963.34,1725.46,13,FALSE
2013,"SNAPPER, DOG",Snappers & Groupers,618.21,718.55,7,FALSE
2013,"SNAPPER, LANE",Snappers & Groupers,23340.06,57281.913,81,FALSE
2013,"SNAPPER, MAHOGANY",Snappers & Groupers,36.63,86.3,3,FALSE
2013,"SNAPPER, QUEEN",Snappers & Groupers,7130.62,21756.15,21,FALSE
2013,"SNAPPER, SILK",Snappers & Groupers,29971.78,79799.53,32,FALSE
2013,"TILEFISH, BLUELINE",Other Reef Fish,54990.47,77117.52,29,FALSE
2013,"TILEFISH, GOLDEN",Other Reef Fish,435393.43,1080079.74,32,FALSE
2013,"TILEFISH, GOLDFACE",Other Reef Fish,157.63,252.12,4,FALSE
2013,"TILEFISH, SAND",Other Reef Fish,276.25,329.08,9,FALSE
2013,"TRIGGERFISH, OCEAN",Other Reef Fish,85.72,181.38,3,FALSE
2013,"TRIGGERFISH, QUEEN",Other Reef Fish,105.36,157,3,FALSE
2013,"WRASSE, CLOWN",Other Reef Fish,27,95,5,FALSE
2013,"WRASSE, CREOLE",Other Reef Fish,15,32,3,FALSE
2014,"AMBERJACK, LESSER",Jacks,3942.61,4671.5,16,FALSE
2014,GRAYSBY,Snappers & Groupers,25.65,74.98,3,FALSE
2014,"GROUPER, BLACK",Snappers & Groupers,61043.55,249934.23,55,FALSE
2014,"GROUPER, MISTY",Snappers & Groupers,607.34,1903.3,4,FALSE
2014,"GROUPER, SNOWY",Snappers & Groupers,182365.41,605826.55,43,FALSE
2014,"GROUPER, WARSAW",Snappers & Groupers,89501.18000000001,280560.39,43,FALSE
2014,"GROUPER, YELLOWFIN",Snappers & Groupers,996.96,3973.5,10,FALSE
2014,"GROUPER, YELLOWMOUTH",Snappers & Groupers,1497.54,5104.3,5,FALSE
2014,"HIND, RED",Snappers & Groupers,7203.99,23245.39,24,FALSE
2014,"HIND, ROCK",Snappers & Groupers,447.38,1445.63,18,FALSE
2014,"HIND, SPECKLED",Snappers & Groupers,80790.93000000001,259260.995,42,FALSE
2014,"HOGFISH, SPANISH",Other Reef Fish,137,863,3,FALSE
2014,"JACK, ALMACO",Jacks,40044.36,54409.23,39,FALSE
2014,"JACK, BAR",Jacks,88685.62,106193.013,40,FALSE
2014,"JACK, CREVALLE",Jacks,344065.64,230557.21,75,FALSE
2014,"JACK, YELLOW",Jacks,71239.5,45245.88,14,FALSE
2014,JACKKNIFE-FISH,Jacks,783,4938.5,11,FALSE
2014,"PARROTFISH, BLUE",Other Reef Fish,37,1046,5,FALSE
2014,"PARROTFISH, REDBAND",Other Reef Fish,9,130.5,3,FALSE
2014,"PARROTFISH, STOPLIGHT",Other Reef Fish,21,496,5,FALSE
2014,"PARROTFISH, STRIPED",Other Reef Fish,6,63.5,3,FALSE
2014,"PORGY, JOLTHEAD",Porgies & Grunts,22819.73,25291.508,32,FALSE
2014,"PORGY, KNOBBED",Porgies & Grunts,10111.39,10741.74,19,FALSE
2014,"PORGY, RED",Porgies & Grunts,276452.03,352386.853,59,FALSE
2014,"PORGY, WHITEBONE",Porgies & Grunts,591.2,879.25,3,FALSE
2014,"SNAPPER, BLACK",Snappers & Groupers,276.39,559.75,3,FALSE
2014,"SNAPPER, BLACKFIN",Snappers & Groupers,10047.01,28161.33,15,FALSE
2014,"SNAPPER, CUBERA",Snappers & Groupers,1583.75,2706.1,18,FALSE
2014,"SNAPPER, DOG",Snappers & Groupers,414.7,625.7,8,FALSE
2014,"SNAPPER, LANE",Snappers & Groupers,30231.65,67939.8086,93,FALSE
2014,"SNAPPER, QUEEN",Snappers & Groupers,23990.88,78009.11,25,FALSE
2014,"SNAPPER, SILK",Snappers & Groupers,31024.52,95369.436,30,FALSE
2014,"TILEFISH, BLUELINE",Other Reef Fish,78866.78,96894.32,29,FALSE
2014,"TILEFISH, GOLDEN",Other Reef Fish,501917.94,1308607.24,28,FALSE
2014,"TILEFISH, SAND",Other Reef Fish,251.57000000000002,331.502,14,FALSE
2014,"TRIGGERFISH, OCEAN",Other Reef Fish,37.01,64.65,5,FALSE
2014,"TRIGGERFISH, QUEEN",Other Reef Fish,158.72,795.5,4,FALSE
2014,"WRASSE, CLOWN",Other Reef Fish,21,196,3,FALSE
2015,"AMBERJACK, LESSER",Jacks,4645.84,5091.18,15,FALSE
2015,GRAYSBY,Snappers & Groupers,63.42,130.99,5,FALSE
2015,"GROUPER, BLACK",Snappers & Groupers,54362.58,227402.2,59,FALSE
2015,"GROUPER, MARBLED",Snappers & Groupers,1025.42,2750.55,4,FALSE
2015,"GROUPER, SNOWY",Snappers & Groupers,123851.35,437717.69,41,FALSE
2015,"GROUPER, WARSAW",Snappers & Groupers,62956.200000000004,205659.38,38,FALSE
2015,"GROUPER, YELLOWFIN",Snappers & Groupers,1040.95,3770.4300000000003,9,FALSE
2015,"GROUPER, YELLOWMOUTH",Snappers & Groupers,1227.25,4264.05,6,FALSE
2015,"HIND, RED",Snappers & Groupers,598.75,1643.3,20,FALSE
2015,"HIND, ROCK",Snappers & Groupers,338.57,1041.71,14,FALSE
2015,"HIND, SPECKLED",Snappers & Groupers,62212.69,215475.11000000002,44,FALSE
2015,"HOGFISH, SPANISH",Other Reef Fish,31,700,3,FALSE
2015,"JACK, ALMACO",Jacks,17571.39,24980.035,40,FALSE
2015,"JACK, BAR",Jacks,77719.42,94839.90000000001,44,FALSE
2015,"JACK, CREVALLE",Jacks,405412.92,294994.25,61,FALSE
2015,"JACK, HORSE-EYE",Jacks,63.7,63.22,3,FALSE
2015,"JACK, YELLOW",Jacks,18599.32,14750.65,15,FALSE
2015,JACKKNIFE-FISH,Jacks,227,1775,8,FALSE
2015,"PARROTFISH, BLUE",Other Reef Fish,20,793,5,FALSE
2015,"PARROTFISH, PRINCESS",Other Reef Fish,14,94,4,FALSE
2015,"PARROTFISH, STOPLIGHT",Other Reef Fish,7,100,4,FALSE
2015,"PORGY, JOLTHEAD",Porgies & Grunts,18137.69,22972.005,37,FALSE
2015,"PORGY, KNOBBED",Porgies & Grunts,11270.48,7657.998,15,FALSE
2015,"PORGY, RED",Porgies & Grunts,214305.95,283439.325,64,FALSE
2015,"PORGY, WHITEBONE",Porgies & Grunts,4481,7487.7,3,FALSE
2015,"SNAPPER, BLACK",Snappers & Groupers,440.55,1427.75,4,FALSE
2015,"SNAPPER, BLACKFIN",Snappers & Groupers,6976.9000000000005,21476.3,11,FALSE
2015,"SNAPPER, CUBERA",Snappers & Groupers,1027.3,2597.28,12,FALSE
2015,"SNAPPER, DOG",Snappers & Groupers,413.79,844.51,12,FALSE
2015,"SNAPPER, LANE",Snappers & Groupers,45980.21,102591.446,91,FALSE
2015,"SNAPPER, MAHOGANY",Snappers & Groupers,314.91,1032.63,3,FALSE
2015,"SNAPPER, QUEEN",Snappers & Groupers,10377.03,33474.73,23,FALSE
2015,"SNAPPER, SILK",Snappers & Groupers,21666.670000000002,70797.67,39,FALSE
2015,"TILEFISH, BLUELINE",Other Reef Fish,56200.4,78155.46,26,FALSE
2015,"TILEFISH, GOLDEN",Other Reef Fish,536253.3,1491042.55,36,FALSE
2015,"TILEFISH, SAND",Other Reef Fish,425.82,668.4,8,FALSE
2015,"TRIGGERFISH, OCEAN",Other Reef Fish,76.73,111.64,4,FALSE
2015,"TRIGGERFISH, QUEEN",Other Reef Fish,98.68,279.5,3,FALSE
2015,"WRASSE, YELLOWHEAD",Other Reef Fish,5,28,3,FALSE
2016,"AMBERJACK, LESSER",Jacks,3027.19,3897.6,19,FALSE
2016,GRAYSBY,Snappers & Groupers,125.6,306,8,FALSE
2016,"GROUPER, BLACK",Snappers & Groupers,53786.020000000004,226443.85,51,FALSE
2016,"GROUPER, MARBLED",Snappers & Groupers,1542.26,4246.75,5,FALSE
2016,"GROUPER, MISTY",Snappers & Groupers,179.15,386.74,4,FALSE
2016,"GROUPER, SNOWY",Snappers & Groupers,111781.73,409507.92,43,FALSE
2016,"GROUPER, WARSAW",Snappers & Groupers,52616.33,168875.56,37,FALSE
2016,"GROUPER, YELLOWFIN",Snappers & Groupers,1674.22,5643.59,9,FALSE
2016,"GROUPER, YELLOWMOUTH",Snappers & Groupers,912.5600000000001,3754.91,5,FALSE
2016,"HIND, RED",Snappers & Groupers,679.96,2070.84,21,FALSE
2016,"HIND, ROCK",Snappers & Groupers,364.02,951.91,17,FALSE
2016,"HIND, SPECKLED",Snappers & Groupers,50332.62,169056.64,43,FALSE
2016,"JACK, ALMACO",Jacks,22198.93,32600.802,42,FALSE
2016,"JACK, BAR",Jacks,95132.59,109342.88,46,FALSE
2016,"JACK, CREVALLE",Jacks,434520.2,331078.27,59,FALSE
2016,"JACK, YELLOW",Jacks,1822.56,1972.55,16,FALSE
2016,JACKKNIFE-FISH,Jacks,478,3909.1000000000004,11,FALSE
2016,"PARROTFISH, BLUE",Other Reef Fish,19,329,4,FALSE
2016,"PARROTFISH, PRINCESS",Other Reef Fish,5,40,3,FALSE
2016,"PARROTFISH, RAINBOW",Other Reef Fish,12,277,3,FALSE
2016,"PARROTFISH, REDBAND",Other Reef Fish,38,102.5,3,FALSE
2016,"PORGY, JOLTHEAD",Porgies & Grunts,20975.77,25718.49,40,FALSE
2016,"PORGY, KNOBBED",Porgies & Grunts,9095.86,8725.37,18,FALSE
2016,"PORGY, RED",Porgies & Grunts,163207.12,217189.366,55,FALSE
2016,"PORGY, WHITEBONE",Porgies & Grunts,7759,13356.75,7,FALSE
2016,"SNAPPER, BLACK",Snappers & Groupers,2988.2200000000003,9166,4,FALSE
2016,"SNAPPER, BLACKFIN",Snappers & Groupers,4046.84,11502.2,13,FALSE
2016,"SNAPPER, CUBERA",Snappers & Groupers,1502.06,2988,19,FALSE
2016,"SNAPPER, DOG",Snappers & Groupers,597.87,693.73,7,FALSE
2016,"SNAPPER, LANE",Snappers & Groupers,34729.68,82369.78,95,FALSE
2016,"SNAPPER, QUEEN",Snappers & Groupers,23898.190000000002,81809.57,24,FALSE
2016,"SNAPPER, SILK",Snappers & Groupers,27733.12,87282.61,39,FALSE
2016,"TILEFISH, BLUELINE",Other Reef Fish,50893.75,81632.27,29,FALSE
2016,"TILEFISH, GOLDEN",Other Reef Fish,414608.4,1177723.21,28,FALSE
2016,"TILEFISH, GOLDFACE",Other Reef Fish,3914.4,9367.3,4,FALSE
2016,"TILEFISH, SAND",Other Reef Fish,113.01,205.46,5,FALSE
2016,"TRIGGERFISH, OCEAN",Other Reef Fish,37.36,55.15,4,FALSE
2016,"TRIGGERFISH, QUEEN",Other Reef Fish,93.16,322.9,6,FALSE
2017,"AMBERJACK, LESSER",Jacks,2376.57,3525,16,FALSE
2017,GRAYSBY,Snappers & Groupers,284.37,968.5,8,FALSE
2017,"GROUPER, BLACK",Snappers & Groupers,46753.090000000004,204930.38,44,FALSE
2017,"GROUPER, MARBLED",Snappers & Groupers,726.88,2103.5,5,FALSE
2017,"GROUPER, MISTY",Snappers & Groupers,1861.06,779.6,4,FALSE
2017,"GROUPER, SNOWY",Snappers & Groupers,101017.69,386665.96,41,FALSE
2017,"GROUPER, WARSAW",Snappers & Groupers,51806.63,176052.43,40,FALSE
2017,"GROUPER, YELLOWFIN",Snappers & Groupers,213.5,720.1,6,FALSE
2017,"GROUPER, YELLOWMOUTH",Snappers & Groupers,450.29,1549.6,3,FALSE
2017,"HIND, RED",Snappers & Groupers,493.09,1343.59,27,FALSE
2017,"HIND, ROCK",Snappers & Groupers,584.1,1964.8,18,FALSE
2017,"HIND, SPECKLED",Snappers & Groupers,60986.31,213510.432,46,FALSE
2017,"JACK, ALMACO",Jacks,18991.59,28913.64,42,FALSE
2017,"JACK, BAR",Jacks,63141.06,68602.53,37,FALSE
2017,"JACK, CREVALLE",Jacks,445367.61,351908.06,67,FALSE
2017,"JACK, YELLOW",Jacks,5441.8,7388.76,17,FALSE
2017,JACKKNIFE-FISH,Jacks,190,1734.4,10,FALSE
2017,"PARROTFISH, PRINCESS",Other Reef Fish,77,93,3,FALSE
2017,"PARROTFISH, STRIPED",Other Reef Fish,17,58,3,FALSE
2017,"PORGY, JOLTHEAD",Porgies & Grunts,31305.66,47975.6,39,FALSE
2017,"PORGY, KNOBBED",Porgies & Grunts,11349.710000000001,13763.43,22,FALSE
2017,"PORGY, RED",Porgies & Grunts,119764.76,156704.73,51,FALSE
2017,"PORGY, WHITEBONE",Porgies & Grunts,3927.36,7347.75,5,FALSE
2017,"SNAPPER, BLACK",Snappers & Groupers,8178.08,27949.64,7,FALSE
2017,"SNAPPER, BLACKFIN",Snappers & Groupers,4798.65,13224.35,15,FALSE
2017,"SNAPPER, CUBERA",Snappers & Groupers,1969.45,3585.43,14,FALSE
2017,"SNAPPER, DOG",Snappers & Groupers,460.45,522.1,11,FALSE
2017,"SNAPPER, LANE",Snappers & Groupers,42615.32,107573.23,101,FALSE
2017,"SNAPPER, QUEEN",Snappers & Groupers,4282.96,15612.45,20,FALSE
2017,"SNAPPER, SILK",Snappers & Groupers,20547.170000000002,64997.61,35,FALSE
2017,"TILEFISH, BLUELINE",Other Reef Fish,72302.21,116156.79,28,FALSE
2017,"TILEFISH, GOLDEN",Other Reef Fish,472422.3,1362330.35,29,FALSE
2017,"TILEFISH, GOLDFACE",Other Reef Fish,1472.8,3147.77,3,FALSE
2017,"TILEFISH, SAND",Other Reef Fish,152.54000000000002,212.4,11,FALSE
2017,"TRIGGERFISH, OCEAN",Other Reef Fish,169.82,296.85,8,FALSE
2017,"TRIGGERFISH, QUEEN",Other Reef Fish,46.76,91.9,3,FALSE
2017,"TUNA, SKIPJACK",Jacks,691.73,573.59,4,FALSE
2017,"WRASSE, YELLOWHEAD",Other Reef Fish,14,40.9,3,FALSE
2018,"AMBERJACK, LESSER",Jacks,2618.32,3939.34,13,FALSE
2018,GRAYSBY,Snappers & Groupers,55.04,119.47,9,FALSE
2018,"GROUPER, BLACK",Snappers & Groupers,39858.87,187038.31,47,FALSE
2018,"GROUPER, MARBLED",Snappers & Groupers,698.5600000000001,2022,3,FALSE
2018,"GROUPER, MISTY",Snappers & Groupers,567.22,440.7,5,FALSE
2018,"GROUPER, SNOWY",Snappers & Groupers,104156.49,432214.02,47,FALSE
2018,"GROUPER, WARSAW",Snappers & Groupers,40968.13,146941.47,41,FALSE
2018,"GROUPER, YELLOWFIN",Snappers & Groupers,609.82,1989.3,7,FALSE
2018,"GROUPER, YELLOWMOUTH",Snappers & Groupers,276,896.93,4,FALSE
2018,"GRUNT, FRENCH",Porgies & Grunts,98,437,3,FALSE
2018,"HIND, RED",Snappers & Groupers,951.69,3824.93,14,FALSE
2018,"HIND, ROCK",Snappers & Groupers,307.03,758.32,20,FALSE
2018,"HIND, SPECKLED",Snappers & Groupers,71526.18000000001,296042.69,37,FALSE
2018,"HOGFISH, SPANISH",Other Reef Fish,18,95.75,3,FALSE
2018,"JACK, ALMACO",Jacks,20080.14,30096.02,46,FALSE
2018,"JACK, BAR",Jacks,59101.27,68931.817,38,FALSE
2018,"JACK, CREVALLE",Jacks,289950.26,233866.19,58,FALSE
2018,"JACK, YELLOW",Jacks,2600.6,2922.65,13,FALSE
2018,JACKKNIFE-FISH,Jacks,124,946,6,FALSE
2018,"PARROTFISH, REDBAND",Other Reef Fish,10,20.5,4,FALSE
2018,"PARROTFISH, STOPLIGHT",Other Reef Fish,6,18,4,FALSE
2018,"PARROTFISH, STRIPED",Other Reef Fish,33,47.5,3,FALSE
2018,"PORGY, JOLTHEAD",Porgies & Grunts,16760.63,27296.02,47,FALSE
2018,"PORGY, KNOBBED",Porgies & Grunts,9289.22,10156.66,25,FALSE
2018,"PORGY, RED",Porgies & Grunts,140760.09,203108.85,65,FALSE
2018,"PORGY, WHITEBONE",Porgies & Grunts,3198.28,6839.44,7,FALSE
2018,"SNAPPER, BLACK",Snappers & Groupers,2725.05,8570.53,4,FALSE
2018,"SNAPPER, BLACKFIN",Snappers & Groupers,7924.54,25838.1,19,FALSE
2018,"SNAPPER, CUBERA",Snappers & Groupers,1355.32,2756.008,19,FALSE
2018,"SNAPPER, DOG",Snappers & Groupers,1096.68,1278.04,10,FALSE
2018,"SNAPPER, LANE",Snappers & Groupers,26435.36,72099.08,97,FALSE
2018,"SNAPPER, MAHOGANY",Snappers & Groupers,89.91,162.75,3,FALSE
2018,"SNAPPER, QUEEN",Snappers & Groupers,6459.71,24307.75,25,FALSE
2018,"SNAPPER, SILK",Snappers & Groupers,42858.020000000004,154094.38,40,FALSE
2018,"TILEFISH, BLUELINE",Other Reef Fish,75905.22,129254.26,38,FALSE
2018,"TILEFISH, GOLDEN",Other Reef Fish,324393.37,878758.9400000001,29,FALSE
2018,"TILEFISH, GOLDFACE",Other Reef Fish,962.08,1822.2,3,FALSE
2018,"TILEFISH, SAND",Other Reef Fish,172.48000000000002,252.79,5,FALSE
2018,"TRIGGERFISH, OCEAN",Other Reef Fish,407.5,1080.9,7,FALSE
2018,"TRIGGERFISH, QUEEN",Other Reef Fish,64.91,436.25,6,FALSE
2018,"TUNA, SKIPJACK",Jacks,1060.63,1500,4,FALSE
2019,"AMBERJACK, LESSER",Jacks,1945.41,3514.2000000000003,14,FALSE
2019,GRAYSBY,Snappers & Groupers,59.19,195.29,9,FALSE
2019,"GROUPER, BLACK",Snappers & Groupers,32449.83,154229.79,53,FALSE
2019,"GROUPER, MARBLED",Snappers & Groupers,532.38,1566,6,FALSE
2019,"GROUPER, MISTY",Snappers & Groupers,1544.59,455,6,FALSE
2019,"GROUPER, SNOWY",Snappers & Groupers,110670.99,497177.5,53,FALSE
2019,"GROUPER, WARSAW",Snappers & Groupers,39888.58,153891.23,36,FALSE
2019,"GROUPER, YELLOWFIN",Snappers & Groupers,1102.12,4184.75,5,FALSE
2019,"GROUPER, YELLOWMOUTH",Snappers & Groupers,218,847.15,7,FALSE
2019,"HIND, RED",Snappers & Groupers,9742.75,42595.04,26,FALSE
2019,"HIND, ROCK",Snappers & Groupers,311.94,1046.16,20,FALSE
2019,"HIND, SPECKLED",Snappers & Groupers,77011.1,338830.11,42,FALSE
2019,"HOGFISH, SPANISH",Other Reef Fish,8,46.75,3,FALSE
2019,"JACK, ALMACO",Jacks,29186.06,50417.7668,61,FALSE
2019,"JACK, BAR",Jacks,172185.91,164536.76,44,FALSE
2019,"JACK, BLACK",Jacks,52.760000000000005,88.1,3,FALSE
2019,"JACK, CREVALLE",Jacks,314054.52,260874.02000000002,66,FALSE
2019,"JACK, HORSE-EYE",Jacks,196,69.1,4,FALSE
2019,"JACK, YELLOW",Jacks,3752.2,4406.91,13,FALSE
2019,JACKKNIFE-FISH,Jacks,177,1623,6,FALSE
2019,"PORGY, JOLTHEAD",Porgies & Grunts,12924.66,26428.483,40,FALSE
2019,"PORGY, KNOBBED",Porgies & Grunts,1950.77,2740.601,25,FALSE
2019,"PORGY, RED",Porgies & Grunts,142342.07,215243.212,74,FALSE
2019,"PORGY, WHITEBONE",Porgies & Grunts,1315.32,3098.1,8,FALSE
2019,"SNAPPER, BLACK",Snappers & Groupers,368.52000000000004,953.25,4,FALSE
2019,"SNAPPER, BLACKFIN",Snappers & Groupers,4849.68,14196.55,24,FALSE
2019,"SNAPPER, CUBERA",Snappers & Groupers,1647.78,4299.71,19,FALSE
2019,"SNAPPER, DOG",Snappers & Groupers,230.1,575.3,8,FALSE
2019,"SNAPPER, LANE",Snappers & Groupers,24299.99,64468.7331,96,FALSE
2019,"SNAPPER, MAHOGANY",Snappers & Groupers,25.53,78.5,3,FALSE
2019,"SNAPPER, QUEEN",Snappers & Groupers,16439.170000000002,65320.33,26,FALSE
2019,"SNAPPER, SILK",Snappers & Groupers,31992.5,113245.83,48,FALSE
2019,"TILEFISH, BLUELINE",Other Reef Fish,145143.63,265613.33,40,FALSE
2019,"TILEFISH, GOLDEN",Other Reef Fish,329892.37,975055.64,32,FALSE
2019,"TILEFISH, GOLDFACE",Other Reef Fish,275.84,780.75,6,FALSE
2019,"TILEFISH, SAND",Other Reef Fish,128.24,177.13,11,FALSE
2019,"TRIGGERFISH, OCEAN",Other Reef Fish,82.08,141.7,4,FALSE
2019,"TRIGGERFISH, QUEEN",Other Reef Fish,43.68,88.25,3,FALSE
2020,"AMBERJACK, LESSER",Jacks,2306.4,4906.2,17,FALSE
2020,GRAYSBY,Snappers & Groupers,71.9,224.69,11,FALSE
2020,"GROUPER, BLACK",Snappers & Groupers,27760.49,150411.23,45,FALSE
2020,"GROUPER, MARBLED",Snappers & Groupers,578.2,1754.25,5,FALSE
2020,"GROUPER, MISTY",Snappers & Groupers,102.07000000000001,456.43,4,FALSE
2020,"GROUPER, SNOWY",Snappers & Groupers,105746.89,499829.59,38,FALSE
2020,"GROUPER, WARSAW",Snappers & Groupers,26527.93,93046.988,36,FALSE
2020,"GROUPER, YELLOWFIN",Snappers & Groupers,339.84000000000003,1284.5,5,FALSE
2020,"GROUPER, YELLOWMOUTH",Snappers & Groupers,206.27,826.7,4,FALSE
2020,"GRUNT, WHITE",Porgies & Grunts,830.3100000000001,2550.39,7,FALSE
2020,"HIND, RED",Snappers & Groupers,410.86,1240.09,24,FALSE
2020,"HIND, ROCK",Snappers & Groupers,408.27,1331.838,22,FALSE
2020,"HIND, SPECKLED",Snappers & Groupers,42876.770000000004,183555.33000000002,37,FALSE
2020,"HOGFISH, SPANISH",Other Reef Fish,26,194.55,3,FALSE
2020,"JACK, ALMACO",Jacks,35243.63,58140.72,53,FALSE
2020,"JACK, BAR",Jacks,53112.06,65440.83,42,FALSE
2020,"JACK, CREVALLE",Jacks,340279.53,262384.98,61,FALSE
2020,"JACK, HORSE-EYE",Jacks,101.94,156.58,6,FALSE
2020,"JACK, YELLOW",Jacks,2012.6000000000001,3479.15,10,FALSE
2020,JACKKNIFE-FISH,Jacks,196,1601.5,7,FALSE
2020,"PARROTFISH, PRINCESS",Other Reef Fish,21,145.5,3,FALSE
2020,"PARROTFISH, RAINBOW",Other Reef Fish,28,271.5,3,FALSE
2020,"PARROTFISH, REDBAND",Other Reef Fish,26,136.5,3,FALSE
2020,"PORGY, JOLTHEAD",Porgies & Grunts,12394.76,24875.8844,38,FALSE
2020,"PORGY, KNOBBED",Porgies & Grunts,2585.51,4629.75,21,FALSE
2020,"PORGY, RED",Porgies & Grunts,124485.02,188326.043,72,FALSE
2020,"PORGY, WHITEBONE",Porgies & Grunts,2768,4071.5,3,FALSE
2020,"SNAPPER, BLACK",Snappers & Groupers,1015.19,3211.88,5,FALSE
