LAND_YEAR,SPECIES_ITIS,COMMON_NAME,total_live_lbs,total_dollars,n_dealers,is_confidential
2015,160433,"SHARK, LEMON",13134.720000000001,6444.070000000001,4,FALSE
2015,160502,"SHARK, BONNETHEAD",1315.62,10464.07,6,FALSE
2015,160515,"SHARK, HAMMERHEAD, GREAT",11858.83,5325.49,3,FALSE
2015,160951,"STINGRAY, SOUTHERN",18,445,4,FALSE
2015,161186,"MORAY, GREEN",19,1440,5,FALSE
2015,161450,"EEL, GOLDSPOTTED",8,36,2,TRUE
2015,166211,"SOLDIERFISH, BLACKBAR",1,8,1,TRUE
2015,166487,SEAHORSES,170,723.5,4,FALSE
2015,166704,SCORPIONFISHES,4483.05,7234,17,FALSE
2015,167687,"BASS, BLACK SEA",128546.42,164931.13,51,FALSE
2015,167691,"BASS, ROCK SEA",34078.51,33613.15,8,FALSE
2015,167696,"HIND, ROCK",338.57,1041.71,14,FALSE
2015,167698,"HIND, SPECKLED",62212.69,215475.11000000002,44,FALSE
2015,167699,"GROUPER, YELLOWEDGE",841364.51,3422479.69,43,FALSE
2015,167700,"HIND, RED",598.75,1643.3,20,FALSE
2015,167702,"GROUPER, RED",5557858.82,18785597.423,108,FALSE
2015,167703,"GROUPER, MISTY",522.72,458,2,TRUE
2015,167704,"GROUPER, WARSAW",62956.200000000004,205659.38,38,FALSE
2015,167705,"GROUPER, SNOWY",123851.35,437717.69,41,FALSE
2015,167740,"GROUPER, CONEY",1.18,2,1,TRUE
2015,167744,"GROUPER, MARBLED",1025.42,2750.55,4,FALSE
2015,167759,"GROUPER, GAG",636014.72,2772804.602,98,FALSE
2015,167760,"GROUPER, BLACK",54362.58,227402.2,59,FALSE
2015,167762,"GROUPER, YELLOWMOUTH",1227.25,4264.05,6,FALSE
2015,167763,SCAMP,206603.84,818472.9400000001,92,FALSE
2015,167764,"GROUPER, YELLOWFIN",1040.95,3770.4300000000003,9,FALSE
2015,167806,"HAMLET, BUTTER",86,153,8,FALSE
2015,167852,"BASS, LANTERN",6,20,1,TRUE
2015,167860,"BASS, HARLEQUIN",17,47.5,2,TRUE
2015,168178,BIGEYE,763.4,1550.35,5,FALSE
2015,168181,"SNAPPER, GLASSEYE",1,2,1,TRUE
2015,168204,FLAMEFISH,150,242.5,10,FALSE
2015,168541,"TILEFISH, BLACKLINE",5.6,12.5,1,TRUE
2015,168543,"TILEFISH, BLUELINE",56200.4,78155.46,26,FALSE
2015,168544,"TILEFISH, GOLDFACE",122.08000000000001,298,2,TRUE
2015,168546,"TILEFISH, GOLDEN",536253.3,1491042.55,36,FALSE
2015,168548,"TILEFISH, SAND",425.82,668.4,8,FALSE
2015,168566,COBIA,70160.69,229042.253,118,FALSE
2015,168602,"POMPANO, AFRICAN",1794.4,3565.65,18,FALSE
2015,168607,"JACK, YELLOW",18599.32,14750.65,15,FALSE
2015,168609,"JACK, CREVALLE",405412.92,294994.25,61,FALSE
2015,168610,"JACK, HORSE-EYE",63.7,63.22,3,FALSE
2015,168612,"RUNNER, BLUE",83082.25,56667.72,60,FALSE
2015,168615,"JACK, BAR",77719.42,94839.90000000001,44,FALSE
2015,168689,"AMBERJACK, GREATER",456928.87,672106.68,79,FALSE
2015,168690,"AMBERJACK, LESSER",4645.84,5091.18,15,FALSE
2015,168691,"JACK, ALMACO",17571.39,24980.035,40,FALSE
2015,168693,"RUDDERFISH, BANDED",11080,8725.79,17,FALSE
2015,168738,"RUNNER, RAINBOW",125.84,153,3,FALSE
2015,168791,DOLPHIN,24226.07,58471.786,52,FALSE
2015,168847,"SNAPPER, CUBERA",1027.3,2597.28,12,FALSE
2015,168848,"SNAPPER, GRAY",164783.96,440082.838,131,FALSE
2015,168849,"SNAPPER, MUTTON",123255.03,312518.27,51,FALSE
2015,168850,SCHOOLMASTER,32.19,84.75,2,TRUE
2015,168852,"SNAPPER, BLACKFIN",6976.9000000000005,21476.3,11,FALSE
2015,168853,"SNAPPER, RED",6791229.29,27598411.245,109,FALSE
2015,168857,"SNAPPER, DOG",413.79,844.51,12,FALSE
2015,168858,"SNAPPER, MAHOGANY",314.91,1032.63,3,FALSE
2015,168860,"SNAPPER, LANE",45980.21,102591.446,91,FALSE
2015,168861,"SNAPPER, SILK",21666.670000000002,70797.67,39,FALSE
2015,168899,"SNAPPER, BLACK",440.55,1427.75,4,FALSE
2015,168902,"SNAPPER, QUEEN",10377.03,33474.73,23,FALSE
2015,168907,"SNAPPER, YELLOWTAIL",504192.73,1481881.1,78,FALSE
2015,168909,"SNAPPER, VERMILION",1352127.98,3885864.668,99,FALSE
2015,168913,WENCHMAN,12901.32,6489.75,4,FALSE
2015,169007,TRIPLETAIL,1417.86,3984.86,31,FALSE
2015,169065,"GRUNT, FRENCH",30,150,1,TRUE
2015,169067,COTTONWICK,31,124,1,TRUE
2015,169086,PORKFISH,632,2112,14,FALSE
2015,169183,"PORGY, LONGSPINE",6002.88,906,2,TRUE
2015,169197,"PORGY, JOLTHEAD",18137.69,22972.005,37,FALSE
2015,169200,"PORGY, WHITEBONE",4481,7487.7,3,FALSE
2015,169201,"PORGY, KNOBBED",11270.48,7657.998,15,FALSE
2015,169207,"PORGY, RED",214305.95,283439.325,64,FALSE
2015,169290,"DRUM, RED",41931,97767.3,17,FALSE
2015,169314,JACKKNIFE-FISH,227,1775,8,FALSE
2015,169317,"DRUM, SPOTTED",1,10,1,TRUE
2015,169539,"SPADEFISH, ATLANTIC",2745.8,4389.4800000000005,30,FALSE
2015,169556,"BUTTERFLYFISH, SPOTFIN",23,74,7,FALSE
2015,169558,"BUTTERFLYFISH, FOUREYE",31,169,5,FALSE
2015,169563,"BUTTERFLYFISH, BANDED",21,75.5,4,FALSE
2015,169593,"BUTTERFLYFISH, LONGSNOUT",2,20,1,TRUE
2015,169611,CHERUBFISH,1,10,1,TRUE
2015,169623,"ANGELFISH, QUEEN",627,12071.92,14,FALSE
2015,169625,"BEAUTY, ROCK",165,849.5,5,FALSE
2015,169632,"ANGELFISH, GRAY",1119,15373.84,18,FALSE
2015,169633,"ANGELFISH, FRENCH",351,6554.2,11,FALSE
2015,170046,"MAJOR, SERGEANT",1,1.25,1,TRUE
2015,170080,"CHROMIS, BLUE",71,240,4,FALSE
2015,170082,SUNSHINEFISH,52,52,1,TRUE
2015,170116,"DAMSELFISH, YELLOWTAIL",5,26,1,TRUE
2015,170484,"HOGFISH, SPANISH",31,700,3,FALSE
2015,170496,"WRASSE, CREOLE",1,4,1,TRUE
2015,170506,"WRASSE, YELLOWHEAD",5,28,3,FALSE
2015,170507,"WRASSE, CLOWN",8,32,1,TRUE
2015,170566,HOGFISH,28394.95,127260.122,59,FALSE
2015,170568,BLUEHEAD,97,292,3,FALSE
2015,170811,"PARROTFISH, BLUE",20,793,5,FALSE
2015,170812,"PARROTFISH, MIDNIGHT",4,300,1,TRUE
2015,170814,"PARROTFISH, RAINBOW",40,1629,2,TRUE
2015,170815,"PARROTFISH, PRINCESS",14,94,4,FALSE
2015,170863,"PARROTFISH, REDBAND",14,41,2,TRUE
2015,170867,"PARROTFISH, STOPLIGHT",7,100,4,FALSE
2015,170928,"JAWFISH, YELLOWHEAD",55,287.5,3,FALSE
2015,170932,"JAWFISH, DUSKY",309,154.5,1,TRUE
2015,172252,"SURGEON, OCEAN",193,2512.08,6,FALSE
2015,172254,"TANG, BLUE",544,3237.1,14,FALSE
2015,172402,"TUNA, LITTLE TUNNY",207055.84,70960.59,37,FALSE
2015,172419,"TUNA, ALBACORE",32177.45,17790.05,8,FALSE
2015,172421,"TUNA, BLUEFIN",8035.25,35391,8,FALSE
2015,172423,"TUNA, YELLOWFIN",1050400.97,4265287.35,15,FALSE
2015,172427,"TUNA, BLACKFIN",16407.53,17201.412,42,FALSE
2015,172428,"TUNA, BIGEYE",11718.75,56902.75,9,FALSE
2015,172435,"MACKEREL, KING",2376596.2800000003,4093942.9,81,FALSE
2015,172436,"MACKEREL, SPANISH",1070715.64,1160956.95,101,FALSE
2015,172437,CERO,441.62,592.3100000000001,14,FALSE
2015,172451,WAHOO,42915.67,74837.5,35,FALSE
2015,172482,SWORDFISH,246002.78,623249.79,17,FALSE
2015,173134,"FILEFISH, SCRAWLED",9,49,2,TRUE
2015,173138,"TRIGGERFISH, GRAY",47491.44,91601.11,77,FALSE
2015,173139,"TRIGGERFISH, QUEEN",98.68,279.5,3,FALSE
2015,173170,"TRIGGERFISH, OCEAN",76.73,111.64,4,FALSE
2015,173245,"COWFISH, SCRAWLED",980,618,5,FALSE
2015,173246,"COWFISH, HONEYCOMBED",621,742.25,5,FALSE
2015,173320,"PUFFER, SHARPNOSE",143,163,3,FALSE
2015,173391,PORCUPINEFISH,68,229.57,6,FALSE
2015,181220,GRAYSBY,63.42,130.99,5,FALSE
2015,614740,"PARROTFISH, STRIPED",15,57,1,TRUE
2015,615345,BEAUGREGORY,13,27,2,TRUE
2015,615421,"DAMSELFISH, DUSKY",3,5,2,TRUE
2015,636786,"GOBY,NEON",220,706.5,4,FALSE
2015,646513,HIGH-HAT,584,1318.8,12,FALSE
2015,650251,"BARRACUDA, GREAT",33417.93,51385.090000000004,29,FALSE
2016,159924,"SHARK, MAKO, SHORTFIN",6371.04,8687.26,9,FALSE
2016,159977,"SHARK, NURSE",1,0,1,TRUE
2016,160189,"SHARK, TIGER",36682.840000000004,18761.86,5,FALSE
2016,160200,"SHARK, ATLANTIC SHARPNOSE",175624.67,90033.42,3,FALSE
2016,160275,"SHARK, BULL",197726.3,60959.55,8,FALSE
2016,160289,"SHARK, SANDBAR",29158.030000000002,15265.04,1,TRUE
2016,160304,"SHARK, BLACKNOSE",7,4,1,TRUE
2016,160318,"SHARK, BLACKTIP",572702.4500000001,202789.39,6,FALSE
2016,160401,"SHARK, SPINNER",91654.16,44578.7,6,FALSE
2016,160409,"SHARK, FINETOOTH",47338,41086.85,1,TRUE
2016,160433,"SHARK, LEMON",19954.84,8565.050000000001,3,FALSE
2016,160502,"SHARK, BONNETHEAD",72.5,780,2,TRUE
2016,160515,"SHARK, HAMMERHEAD, GREAT",5504.78,1797.0715,4,FALSE
2016,160951,"STINGRAY, SOUTHERN",5,1408,3,FALSE
2016,161186,"MORAY, GREEN",7,327,4,FALSE
2016,166211,"SOLDIERFISH, BLACKBAR",1,2,1,TRUE
2016,166487,SEAHORSES,444,2008.5,8,FALSE
2016,166704,SCORPIONFISHES,5046.79,8411.54,20,FALSE
2016,167687,"BASS, BLACK SEA",162013.69,182614.96,44,FALSE
2016,167691,"BASS, ROCK SEA",14660.08,15432.55,9,FALSE
2016,167696,"HIND, ROCK",364.02,951.91,17,FALSE
2016,167698,"HIND, SPECKLED",50332.62,169056.64,43,FALSE
2016,167699,"GROUPER, YELLOWEDGE",829777.38,3356797.45,35,FALSE
2016,167700,"HIND, RED",679.96,2070.84,21,FALSE
2016,167702,"GROUPER, RED",5210093.38,17803367.574,101,FALSE
2016,167703,"GROUPER, MISTY",179.15,386.74,4,FALSE
2016,167704,"GROUPER, WARSAW",52616.33,168875.56,37,FALSE
2016,167705,"GROUPER, SNOWY",111781.73,409507.92,43,FALSE
2016,167740,"GROUPER, CONEY",7.08,25.5,1,TRUE
2016,167744,"GROUPER, MARBLED",1542.26,4246.75,5,FALSE
2016,167759,"GROUPER, GAG",1076987.97,4697975.1,96,FALSE
2016,167760,"GROUPER, BLACK",53786.020000000004,226443.85,51,FALSE
2016,167762,"GROUPER, YELLOWMOUTH",912.5600000000001,3754.91,5,FALSE
2016,167763,SCAMP,333938.2,1313557.409,84,FALSE
2016,167764,"GROUPER, YELLOWFIN",1674.22,5643.59,9,FALSE
2016,167806,"HAMLET, BUTTER",205,607.8,9,FALSE
2016,167852,"BASS, LANTERN",8,32,1,TRUE
2016,167859,TOBACCOFISH,1,10,1,TRUE
2016,167860,"BASS, HARLEQUIN",32,91,2,TRUE
2016,168178,BIGEYE,102.03999999999999,144.75,2,TRUE
2016,168204,FLAMEFISH,148,344.3,9,FALSE
2016,168543,"TILEFISH, BLUELINE",50893.75,81632.27,29,FALSE
2016,168544,"TILEFISH, GOLDFACE",3914.4,9367.3,4,FALSE
2016,168546,"TILEFISH, GOLDEN",414608.4,1177723.21,28,FALSE
2016,168548,"TILEFISH, SAND",113.01,205.46,5,FALSE
2016,168566,COBIA,75255.35,280568.43,110,FALSE
2016,168602,"POMPANO, AFRICAN",2035.14,5302.82,22,FALSE
2016,168607,"JACK, YELLOW",1822.56,1972.55,16,FALSE
2016,168609,"JACK, CREVALLE",434520.2,331078.27,59,FALSE
2016,168612,"RUNNER, BLUE",94820.68,62064.81,52,FALSE
2016,168615,"JACK, BAR",95132.59,109342.88,46,FALSE
2016,168689,"AMBERJACK, GREATER",437102.09,725852.28,77,FALSE
2016,168690,"AMBERJACK, LESSER",3027.19,3897.6,19,FALSE
2016,168691,"JACK, ALMACO",22198.93,32600.802,42,FALSE
2016,168693,"RUDDERFISH, BANDED",9915.04,8093.68,13,FALSE
2016,168738,"RUNNER, RAINBOW",109.66,157.5,3,FALSE
2016,168791,DOLPHIN,5927.84,14237.958,37,FALSE
2016,168847,"SNAPPER, CUBERA",1502.06,2988,19,FALSE
2016,168848,"SNAPPER, GRAY",156190.67,426801.354,134,FALSE
2016,168849,"SNAPPER, MUTTON",78145.67,200819.036,52,FALSE
2016,168850,SCHOOLMASTER,52.06,134.6,5,FALSE
2016,168852,"SNAPPER, BLACKFIN",4046.84,11502.2,13,FALSE
2016,168853,"SNAPPER, RED",6660367.67,26934214.644,101,FALSE
2016,168857,"SNAPPER, DOG",597.87,693.73,7,FALSE
2016,168858,"SNAPPER, MAHOGANY",42.18,130,2,TRUE
2016,168860,"SNAPPER, LANE",34729.68,82369.78,95,FALSE
2016,168861,"SNAPPER, SILK",27733.12,87282.61,39,FALSE
2016,168899,"SNAPPER, BLACK",2988.2200000000003,9166,4,FALSE
2016,168902,"SNAPPER, QUEEN",23898.190000000002,81809.57,24,FALSE
2016,168907,"SNAPPER, YELLOWTAIL",317793.84,900615.05,77,FALSE
2016,168909,"SNAPPER, VERMILION",1565634.56,4426826.193,98,FALSE
2016,168913,WENCHMAN,22969.23,10432.5,7,FALSE
2016,169007,TRIPLETAIL,12208.05,40048.31,39,FALSE
2016,169065,"GRUNT, FRENCH",56,510,1,TRUE
2016,169067,COTTONWICK,48,141.5,2,TRUE
2016,169086,PORKFISH,586,4594.1,9,FALSE
2016,169183,"PORGY, LONGSPINE",196.69,189.7,1,TRUE
2016,169197,"PORGY, JOLTHEAD",20975.77,25718.49,40,FALSE
2016,169200,"PORGY, WHITEBONE",7759,13356.75,7,FALSE
2016,169201,"PORGY, KNOBBED",9095.86,8725.37,18,FALSE
2016,169207,"PORGY, RED",163207.12,217189.366,55,FALSE
2016,169290,"DRUM, RED",68461.6,171998.66,16,FALSE
2016,169314,JACKKNIFE-FISH,478,3909.1000000000004,11,FALSE
2016,169317,"DRUM, SPOTTED",2,35,2,TRUE
2016,169539,"SPADEFISH, ATLANTIC",6838.05,4404.39,35,FALSE
2016,169556,"BUTTERFLYFISH, SPOTFIN",35,147.7,7,FALSE
2016,169558,"BUTTERFLYFISH, FOUREYE",98,298,3,FALSE
2016,169563,"BUTTERFLYFISH, BANDED",19,78,2,TRUE
2016,169623,"ANGELFISH, QUEEN",618,13553.95,14,FALSE
2016,169625,"BEAUTY, ROCK",169,1073,4,FALSE
2016,169632,"ANGELFISH, GRAY",1075,13819.5,18,FALSE
2016,169633,"ANGELFISH, FRENCH",222,5288.99,11,FALSE
2016,170046,"MAJOR, SERGEANT",27,39,3,FALSE
2016,170080,"CHROMIS, BLUE",493,1837,4,FALSE
2016,170082,SUNSHINEFISH,101,407,1,TRUE
2016,170116,"DAMSELFISH, YELLOWTAIL",17,74,1,TRUE
2016,170224,"HAWKFISH, REDSPOTTED",1,3.25,1,TRUE
2016,170506,"WRASSE, YELLOWHEAD",804,214,2,TRUE
2016,170507,"WRASSE, CLOWN",1,3.5,1,TRUE
2016,170510,PUDDINGWIFE,2,8,1,TRUE
2016,170566,HOGFISH,30746.280000000002,139180.19,47,FALSE
2016,170568,BLUEHEAD,122,393,3,FALSE
2016,170811,"PARROTFISH, BLUE",19,329,4,FALSE
2016,170812,"PARROTFISH, MIDNIGHT",2,38,2,TRUE
2016,170814,"PARROTFISH, RAINBOW",12,277,3,FALSE
2016,170815,"PARROTFISH, PRINCESS",5,40,3,FALSE
2016,170863,"PARROTFISH, REDBAND",38,102.5,3,FALSE
2016,170867,"PARROTFISH, STOPLIGHT",4,165,1,TRUE
2016,170928,"JAWFISH, YELLOWHEAD",398,1730,4,FALSE
2016,170932,"JAWFISH, DUSKY",1,10,1,TRUE
2016,172252,"SURGEON, OCEAN",235,1269.04,5,FALSE
2016,172253,DOCTORFISH,34,100.5,4,FALSE
2016,172254,"TANG, BLUE",676,3487.44,16,FALSE
2016,172402,"TUNA, LITTLE TUNNY",96304.66,57285.450000000004,36,FALSE
2016,172419,"TUNA, ALBACORE",51073.69,28510,5,FALSE
2016,172421,"TUNA, BLUEFIN",7692.5,33835,2,TRUE
2016,172423,"TUNA, YELLOWFIN",1535028.67,5640268.12,17,FALSE
2016,172427,"TUNA, BLACKFIN",16956.3,19306.013,40,FALSE
2016,172428,"TUNA, BIGEYE",11395.75,56934.6,8,FALSE
2016,172435,"MACKEREL, KING",2686759.71,5071822.98,81,FALSE
2016,172436,"MACKEREL, SPANISH",1232699.56,1218253.3,88,FALSE
2016,172437,CERO,1768.01,1866.66,11,FALSE
2016,172451,WAHOO,63251.04,91876.78,44,FALSE
2016,172482,SWORDFISH,314519.11,802814.71,20,FALSE
2016,173134,"FILEFISH, SCRAWLED",11,117.5,2,TRUE
2016,173138,"TRIGGERFISH, GRAY",59094.520000000004,111246.79,81,FALSE
2016,173139,"TRIGGERFISH, QUEEN",93.16,322.9,6,FALSE
2016,173157,"FILEFISH, WHITESPOTTED",51,27,2,TRUE
2016,173170,"TRIGGERFISH, OCEAN",37.36,55.15,4,FALSE
2016,173245,"COWFISH, SCRAWLED",160,408.9,6,FALSE
2016,173246,"COWFISH, HONEYCOMBED",338,522.5,4,FALSE
2016,173320,"PUFFER, SHARPNOSE",30,20,3,FALSE
2016,173391,PORCUPINEFISH,181,315,4,FALSE
2016,181220,GRAYSBY,125.6,306,8,FALSE
2016,614740,"PARROTFISH, STRIPED",23,89,2,TRUE
2016,615345,BEAUGREGORY,7,21,2,TRUE
2016,615485,"DAMSELFISH, THREESPOT",1,1,1,TRUE
2016,636786,"GOBY,NEON",230,664.5,4,FALSE
2016,646513,HIGH-HAT,333,794.5,11,FALSE
2016,650251,"BARRACUDA, GREAT",7112.320000000001,9579.550000000001,31,FALSE
2017,159924,"SHARK, MAKO, SHORTFIN",5299.95,6411.2,7,FALSE
2017,159977,"SHARK, NURSE",166.8,0,1,TRUE
2017,160189,"SHARK, TIGER",60927.05,18945.15,7,FALSE
2017,160200,"SHARK, ATLANTIC SHARPNOSE",115267.73,56112.3,5,FALSE
2017,160230,"DOGFISH, SMOOTH",56.99,112.75,1,TRUE
2017,160275,"SHARK, BULL",232507.80000000002,90005.55,8,FALSE
2017,160289,"SHARK, SANDBAR",45782.43,15697.7,2,TRUE
2017,160304,"SHARK, BLACKNOSE",2396,1551.6000000000001,1,TRUE
2017,160318,"SHARK, BLACKTIP",728507.87,281173.4,9,FALSE
2017,160401,"SHARK, SPINNER",60499.31,39017.4,6,FALSE
2017,160409,"SHARK, FINETOOTH",75002.76,51027.85,5,FALSE
2017,160424,"SHARK, BLUE",5629.5,1822.5,2,TRUE
2017,160433,"SHARK, LEMON",23577,7694.1500000000005,6,FALSE
2017,160502,"SHARK, BONNETHEAD",763,3055,3,FALSE
2017,160515,"SHARK, HAMMERHEAD, GREAT",9980.51,6986.19,3,FALSE
2017,160951,"STINGRAY, SOUTHERN",7,85.5,3,FALSE
2017,161186,"MORAY, GREEN",40,809.5,2,TRUE
2017,161237,"MORAY, GOLDENTAIL",1,12.5,1,TRUE
2017,166211,"SOLDIERFISH, BLACKBAR",2,6,1,TRUE
2017,166487,SEAHORSES,785,3381,3,FALSE
2017,166704,SCORPIONFISHES,2862.58,5606.16,19,FALSE
2017,167687,"BASS, BLACK SEA",153449.74,172485.57,45,FALSE
2017,167690,"BASS, BANK SEA",1723.98,1067,1,TRUE
2017,167691,"BASS, ROCK SEA",8543.2,10348,5,FALSE
2017,167696,"HIND, ROCK",584.1,1964.8,18,FALSE
2017,167698,"HIND, SPECKLED",60986.31,213510.432,46,FALSE
2017,167699,"GROUPER, YELLOWEDGE",787412.84,3216968.79,37,FALSE
2017,167700,"HIND, RED",493.09,1343.59,27,FALSE
2017,167702,"GROUPER, RED",3860708.98,14082500.73,97,FALSE
2017,167703,"GROUPER, MISTY",1861.06,779.6,4,FALSE
2017,167704,"GROUPER, WARSAW",51806.63,176052.43,40,FALSE
2017,167705,"GROUPER, SNOWY",101017.69,386665.96,41,FALSE
2017,167744,"GROUPER, MARBLED",726.88,2103.5,5,FALSE
2017,167759,"GROUPER, GAG",576964.88,2572316.935,90,FALSE
2017,167760,"GROUPER, BLACK",46753.090000000004,204930.38,44,FALSE
2017,167762,"GROUPER, YELLOWMOUTH",450.29,1549.6,3,FALSE
2017,167763,SCAMP,190951.74,784671.682,84,FALSE
2017,167764,"GROUPER, YELLOWFIN",213.5,720.1,6,FALSE
2017,167767,"GROUPER, TIGER",6.96,35.4,1,TRUE
2017,167806,"HAMLET, BUTTER",49,138,5,FALSE
2017,167859,TOBACCOFISH,20,10,1,TRUE
2017,167860,"BASS, HARLEQUIN",3,9,1,TRUE
2017,168178,BIGEYE,126.72,145,3,FALSE
2017,168204,FLAMEFISH,121,311.6,7,FALSE
2017,168543,"TILEFISH, BLUELINE",72302.21,116156.79,28,FALSE
2017,168544,"TILEFISH, GOLDFACE",1472.8,3147.77,3,FALSE
2017,168546,"TILEFISH, GOLDEN",472422.3,1362330.35,29,FALSE
2017,168548,"TILEFISH, SAND",152.54000000000002,212.4,11,FALSE
2017,168566,COBIA,73461.27,273873.41,111,FALSE
2017,168602,"POMPANO, AFRICAN",3239.6,6066.3,29,FALSE
2017,168607,"JACK, YELLOW",5441.8,7388.76,17,FALSE
2017,168609,"JACK, CREVALLE",445367.61,351908.06,67,FALSE
2017,168610,"JACK, HORSE-EYE",25,24.6,2,TRUE
2017,168612,"RUNNER, BLUE",86530.7,66482.85,64,FALSE
2017,168615,"JACK, BAR",63141.06,68602.53,37,FALSE
2017,168689,"AMBERJACK, GREATER",453730.01,784006.2,84,FALSE
2017,168690,"AMBERJACK, LESSER",2376.57,3525,16,FALSE
2017,168691,"JACK, ALMACO",18991.59,28913.64,42,FALSE
2017,168693,"RUDDERFISH, BANDED",8721.16,7565.724,19,FALSE
2017,168738,"RUNNER, RAINBOW",182.04,236.1,3,FALSE
2017,168791,DOLPHIN,10200.9,25248.65,50,FALSE
2017,168847,"SNAPPER, CUBERA",1969.45,3585.43,14,FALSE
2017,168848,"SNAPPER, GRAY",136854.35,381882.872,125,FALSE
2017,168849,"SNAPPER, MUTTON",125729.65000000001,344143.42,58,FALSE
2017,168850,SCHOOLMASTER,530.58,1407,3,FALSE
2017,168852,"SNAPPER, BLACKFIN",4798.65,13224.35,15,FALSE
2017,168853,"SNAPPER, RED",6879936.32,28351406.812,114,FALSE
2017,168857,"SNAPPER, DOG",460.45,522.1,11,FALSE
2017,168858,"SNAPPER, MAHOGANY",34.410000000000004,80,2,TRUE
2017,168860,"SNAPPER, LANE",42615.32,107573.23,101,FALSE
2017,168861,"SNAPPER, SILK",20547.170000000002,64997.61,35,FALSE
2017,168899,"SNAPPER, BLACK",8178.08,27949.64,7,FALSE
2017,168902,"SNAPPER, QUEEN",4282.96,15612.45,20,FALSE
2017,168907,"SNAPPER, YELLOWTAIL",687627.1,1944225.59,77,FALSE
2017,168909,"SNAPPER, VERMILION",1612855.57,4494302.808,104,FALSE
2017,168913,WENCHMAN,11296.47,5194.75,4,FALSE
2017,169007,TRIPLETAIL,9036,32333.82,40,FALSE
2017,169065,"GRUNT, FRENCH",30,150,1,TRUE
2017,169067,COTTONWICK,10,25,1,TRUE
2017,169086,PORKFISH,226,919.8,6,FALSE
2017,169183,"PORGY, LONGSPINE",190.92000000000002,200.75,1,TRUE
2017,169197,"PORGY, JOLTHEAD",31305.66,47975.6,39,FALSE
2017,169200,"PORGY, WHITEBONE",3927.36,7347.75,5,FALSE
2017,169201,"PORGY, KNOBBED",11349.710000000001,13763.43,22,FALSE
2017,169207,"PORGY, RED",119764.76,156704.73,51,FALSE
2017,169290,"DRUM, RED",86153,224278.53,28,FALSE
2017,169314,JACKKNIFE-FISH,190,1734.4,10,FALSE
2017,169317,"DRUM, SPOTTED",2,60,1,TRUE
2017,169539,"SPADEFISH, ATLANTIC",4865.84,4533.49,36,FALSE
2017,169556,"BUTTERFLYFISH, SPOTFIN",33,114.2,4,FALSE
2017,169558,"BUTTERFLYFISH, FOUREYE",79,218.4,7,FALSE
2017,169563,"BUTTERFLYFISH, BANDED",14,76.8,4,FALSE
2017,169611,CHERUBFISH,1,15,1,TRUE
2017,169623,"ANGELFISH, QUEEN",922,17625.41,13,FALSE
2017,169625,"BEAUTY, ROCK",155,1036.57,3,FALSE
2017,169632,"ANGELFISH, GRAY",1324,16854.1,15,FALSE
2017,169633,"ANGELFISH, FRENCH",396,6384.1,7,FALSE
2017,170046,"MAJOR, SERGEANT",7,14,2,TRUE
2017,170080,"CHROMIS, BLUE",338,1156,4,FALSE
2017,170082,SUNSHINEFISH,60,84,2,TRUE
2017,170116,"DAMSELFISH, YELLOWTAIL",17,72,4,FALSE
2017,170484,"HOGFISH, SPANISH",28,1680,1,TRUE
2017,170506,"WRASSE, YELLOWHEAD",14,40.9,3,FALSE
2017,170566,HOGFISH,17838.39,80522.29,42,FALSE
2017,170568,BLUEHEAD,87,269.5,4,FALSE
2017,170811,"PARROTFISH, BLUE",2,40,1,TRUE
2017,170814,"PARROTFISH, RAINBOW",26,540,2,TRUE
2017,170815,"PARROTFISH, PRINCESS",77,93,3,FALSE
2017,170863,"PARROTFISH, REDBAND",5,9.5,2,TRUE
2017,170867,"PARROTFISH, STOPLIGHT",6,45,2,TRUE
2017,170928,"JAWFISH, YELLOWHEAD",193,1037,4,FALSE
2017,170932,"JAWFISH, DUSKY",223,118.4,2,TRUE
2017,172252,"SURGEON, OCEAN",75,502.5,2,TRUE
2017,172253,DOCTORFISH,1,4,1,TRUE
2017,172254,"TANG, BLUE",664,3403.55,8,FALSE
2017,172401,"TUNA, SKIPJACK",691.73,573.59,4,FALSE
2017,172402,"TUNA, LITTLE TUNNY",126827.16,71145.08,47,FALSE
2017,172419,"TUNA, ALBACORE",37546.31,28780,7,FALSE
2017,172421,"TUNA, BLUEFIN",12589.13,52396.6,7,FALSE
2017,172423,"TUNA, YELLOWFIN",1340073.58,4939742.73,17,FALSE
2017,172427,"TUNA, BLACKFIN",15457.14,19575.692,49,FALSE
2017,172428,"TUNA, BIGEYE",18818.75,93499.47,7,FALSE
2017,172435,"MACKEREL, KING",2782539.86,5185208.71,83,FALSE
2017,172436,"MACKEREL, SPANISH",629178.16,671643.16,101,FALSE
2017,172437,CERO,2370.75,4858.01,12,FALSE
2017,172451,WAHOO,51018.57,94706.66,38,FALSE
2017,172482,SWORDFISH,422643.47000000003,1241072.93,17,FALSE
2017,173134,"FILEFISH, SCRAWLED",1,3,1,TRUE
2017,173138,"TRIGGERFISH, GRAY",62645.17,123499.31,84,FALSE
2017,173139,"TRIGGERFISH, QUEEN",46.76,91.9,3,FALSE
2017,173157,"FILEFISH, WHITESPOTTED",71,50,2,TRUE
2017,173170,"TRIGGERFISH, OCEAN",169.82,296.85,8,FALSE
