"lon","lat","elevation","sector","color"
-96.4916666666667,26.525,-86.125,"West","#e63946"
-96.475,26.525,-87.3125,"West","#e63946"
-96.4583333333333,26.525,-93.25,"West","#e63946"
-96.4416666666667,26.525,-98.5,"West","#e63946"
-96.425,26.525,-102.1875,"West","#e63946"
-96.4083333333333,26.525,-106.75,"West","#e63946"
-96.3916666666667,26.525,-112.25,"West","#e63946"
-96.375,26.525,-123.0625,"West","#e63946"
-96.3583333333333,26.525,-151,"West","#e63946"
-96.3416666666667,26.525,-219.875,"West","#e63946"
-96.325,26.525,-298.625,"West","#e63946"
-96.3083333333333,26.525,-366.125,"West","#e63946"
-96.2916666666667,26.525,-420,"West","#e63946"
-96.275,26.525,-466.0625,"West","#e63946"
-96.575,26.5416666666667,-72.5,"West","#e63946"
-96.5583333333333,26.5416666666667,-76.375,"West","#e63946"
-96.5416666666667,26.5416666666667,-80.3125,"West","#e63946"
-96.525,26.5416666666667,-82.8125,"West","#e63946"
-96.5083333333333,26.5416666666667,-85.6875,"West","#e63946"
-96.4916666666667,26.5416666666667,-87.375,"West","#e63946"
-96.475,26.5416666666667,-90.1875,"West","#e63946"
-96.4583333333333,26.5416666666667,-97.625,"West","#e63946"
-96.4416666666667,26.5416666666667,-101.8125,"West","#e63946"
-96.425,26.5416666666667,-105.8125,"West","#e63946"
-96.4083333333333,26.5416666666667,-109.125,"West","#e63946"
-96.3916666666667,26.5416666666667,-115.8125,"West","#e63946"
-96.375,26.5416666666667,-132.375,"West","#e63946"
-96.3583333333333,26.5416666666667,-162.75,"West","#e63946"
-96.3416666666667,26.5416666666667,-224.6875,"West","#e63946"
-96.325,26.5416666666667,-304,"West","#e63946"
-96.3083333333333,26.5416666666667,-382.5,"West","#e63946"
-96.2916666666667,26.5416666666667,-432.375,"West","#e63946"
-96.275,26.5416666666667,-473.6875,"West","#e63946"
-96.5916666666667,26.5583333333333,-72.1875,"West","#e63946"
-96.575,26.5583333333333,-75.5625,"West","#e63946"
-96.5583333333333,26.5583333333333,-78.75,"West","#e63946"
-96.5416666666667,26.5583333333333,-81.625,"West","#e63946"
-96.525,26.5583333333333,-84.5625,"West","#e63946"
-96.5083333333333,26.5583333333333,-87.4375,"West","#e63946"
-96.4916666666667,26.5583333333333,-90.0625,"West","#e63946"
-96.475,26.5583333333333,-95,"West","#e63946"
-96.4583333333333,26.5583333333333,-100.4375,"West","#e63946"
-96.4416666666667,26.5583333333333,-107,"West","#e63946"
-96.425,26.5583333333333,-110.4375,"West","#e63946"
-96.4083333333333,26.5583333333333,-113.1875,"West","#e63946"
-96.3916666666667,26.5583333333333,-124.1875,"West","#e63946"
-96.375,26.5583333333333,-144.75,"West","#e63946"
-96.3583333333333,26.5583333333333,-180.625,"West","#e63946"
-96.3416666666667,26.5583333333333,-247,"West","#e63946"
-96.325,26.5583333333333,-316.375,"West","#e63946"
-96.3083333333333,26.5583333333333,-397.25,"West","#e63946"
-96.2916666666667,26.5583333333333,-447.5625,"West","#e63946"
-96.275,26.5583333333333,-491.5625,"West","#e63946"
-96.6083333333333,26.575,-71.125,"West","#e63946"
-96.5916666666667,26.575,-75.125,"West","#e63946"
-96.575,26.575,-77.5,"West","#e63946"
-96.5583333333333,26.575,-80.1875,"West","#e63946"
-96.5416666666667,26.575,-83.5625,"West","#e63946"
-96.525,26.575,-87.1875,"West","#e63946"
-96.5083333333333,26.575,-89.125,"West","#e63946"
-96.4916666666667,26.575,-93.1875,"West","#e63946"
-96.475,26.575,-98.5,"West","#e63946"
-96.4583333333333,26.575,-103.5625,"West","#e63946"
-96.4416666666667,26.575,-107,"West","#e63946"
-96.425,26.575,-112.4375,"West","#e63946"
-96.4083333333333,26.575,-117.4375,"West","#e63946"
-96.3916666666667,26.575,-137.25,"West","#e63946"
-96.375,26.575,-158.125,"West","#e63946"
-96.3583333333333,26.575,-199.9375,"West","#e63946"
-96.3416666666667,26.575,-269.125,"West","#e63946"
-96.325,26.575,-332.8125,"West","#e63946"
-96.3083333333333,26.575,-405.625,"West","#e63946"
-96.2916666666667,26.575,-460.5,"West","#e63946"
-96.625,26.5916666666667,-70.375,"West","#e63946"
-96.6083333333333,26.5916666666667,-73.875,"West","#e63946"
-96.5916666666667,26.5916666666667,-76.5625,"West","#e63946"
-96.575,26.5916666666667,-79.875,"West","#e63946"
-96.5583333333333,26.5916666666667,-83.1875,"West","#e63946"
-96.5416666666667,26.5916666666667,-86.125,"West","#e63946"
-96.525,26.5916666666667,-89.375,"West","#e63946"
-96.5083333333333,26.5916666666667,-91.25,"West","#e63946"
-96.4916666666667,26.5916666666667,-95.5625,"West","#e63946"
-96.475,26.5916666666667,-102.5625,"West","#e63946"
-96.4583333333333,26.5916666666667,-106.0625,"West","#e63946"
